ID	chromosome	start	end	group	n_snps	ratio_father	ratio_mother	ratio_proband	n_mendelian_error
NDT0001_01	chr1	21506732	21601327	iso_mat	59	1.04820509356189	1.09247248407988	1.06929509633283	0
NDT0001_01	chr1	21601851	22021617	het_mat	300	1.02945029581083	1.06766070900987	1.03386304817207	0
NDT0001_01	chr1	22022519	22037425	iso_fat	73	0.990135916338074	1.00118053685941	0.995906115915365	0
NDT0001_01	chr1	22544819	22685478	iso_mat	125	1.07939597878124	1.14332512326303	1.08796582737762	0
NDT0001_01	chr1	22687366	22760174	het_mat	89	1.09894582188361	1.03708781162855	1.05749649251231	0
NDT0001_01	chr1	22760751	22767500	iso_fat	8	1.07100581557549	1.03468643952723	1.05662779331254	0
NDT0001_01	chr1	22767566	22898829	het_mat	116	1.07675635390038	1.11973076304745	1.06507015162749	0
NDT0001_01	chr1	22911530	23210624	iso_fat	59	1.01654789274962	1.02991405972836	0.985865617819931	0
NDT0001_01	chr1	23213809	23247558	het_mat	37	0.935890614489607	1.05623285630073	0.982099662867955	0
NDT0001_01	chr1	23616636	23709206	iso_fat	67	0.975260782948253	0.98835719596631	1.00470032622219	0
NDT0001_01	chr1	24090317	24148033	het_fat	60	1.05840574715695	1.02722312750441	1.06693635714974	0
NDT0001_01	chr1	24148170	24176736	het_mat	62	1.02378544531627	1.06718795962661	1.01713934312974	0
NDT0001_01	chr1	24176838	24190200	het_fat	26	0.966955476825142	1.1210625332179	1.00805859831037	0
NDT0001_01	chr1	24190390	24299684	iso_mat	168	1.03959388030239	1.02160141195476	1.02487373506404	0
NDT0001_01	chr1	24300039	24363924	iso_fat	41	0.940033798800328	1.02864628678149	0.952285013009224	0
NDT0001_01	chr1	24364274	24473062	het_mat	115	0.975522432649351	1.03412595364409	1.00530907334042	0
NDT0001_01	chr1	24477246	24867323	het_fat	265	1.0141586700468	1.00876327169497	0.992734147642379	0
NDT0001_01	chr1	24867436	25041951	iso_mat	224	1.01554963209475	1.04571178683367	1.04983978810725	0
NDT0001_01	chr1	25068853	25163709	iso_mat	94	1.02535225103023	1.05294773490221	1.0182448428549	0
NDT0001_01	chr1	25564344	25795064	iso_mat	117	1.06932707342822	1.06446430062838	1.00596604795881	0
NDT0001_01	chr1	25795707	26164357	iso_fat	325	1.01074213992666	1.03889303357646	1.00976347617576	0
NDT0001_01	chr1	26201208	26352809	het_mat	105	0.993605395290201	1.06024262918113	0.989622128370773	0
NDT0001_01	chr1	26353477	26420316	iso_fat	62	0.963534643770336	0.981830432092894	0.936084103280822	0
NDT0001_01	chr1	27379075	27460412	het_mat	67	0.964198387497388	1.04385102213327	1.0173937070665	0
NDT0001_01	chr1	27496496	27515008	iso_fat	13	0.893977704989282	0.985365950984823	1.03085638371956	0
NDT0001_01	chr1	27519601	27969459	het_mat	272	0.979121233596033	1.0313938018701	0.995610191187968	0
NDT0001_01	chr1	27972440	28125169	het_fat	51	0.876627597469482	0.971693957480797	0.999526434802589	0
NDT0001_01	chr1	28151665	28409196	het_mat	10	0.886451872268709	0.909167100961633	0.999930692207969	0
NDT0001_01	chr1	28447128	29066202	iso_mat	115	0.994341972179849	1.03082203685929	0.981330457458247	0
NDT0001_01	chr1	29066648	29304444	het_mat	127	1.03741925061548	1.05052661142964	1.00650544552146	0
NDT0001_01	chr1	29304538	29357891	iso_mat	54	1.09804517808585	1.07702879898329	1.0504235650772	0
NDT0001_01	chr1	29359278	29392143	het_mat	31	1.04147814100833	1.08994996696893	0.924445402174311	0
NDT0001_01	chr1	29557890	29685903	het_mat	152	1.09129075544434	1.05379108992057	1.02831315250972	0
NDT0001_01	chr1	29810144	29835944	het_mat	46	1.06665540832101	1.05666338599759	1.06615200990126	0
NDT0001_01	chr1	29836702	29891234	het_fat	59	1.03614520753817	1.01933432619832	1.0260515446429	0
NDT0001_01	chr1	29891258	29898253	het_mat	19	1.1156716927867	1.05700495634188	1.13665480204867	0
NDT0001_01	chr1	29898922	29929379	het_fat	59	1.07081737985637	1.07729286640635	0.988923242686896	0
NDT0001_01	chr1	30047657	30106380	iso_mat	101	1.08549919654614	1.06112040245234	1.07933725325092	0
NDT0001_01	chr1	30128308	30144368	het_mat	6	1.06729991309945	1.04034046378694	0.923475510415435	0
NDT0001_01	chr1	30145009	30196498	het_fat	61	1.04931717321572	1.06110278237998	1.07183714979365	0
NDT0001_01	chr1	30196622	30206861	het_mat	23	1.01573953082411	1.07377295506176	0.978193068464317	0
NDT0001_01	chr1	30207728	30447269	iso_fat	202	1.06407100797181	1.04929733390134	1.03927674526974	0
NDT0001_01	chr1	30447317	30532984	het_mat	98	1.02706440050245	1.10385015669603	1.00219226488654	0
NDT0001_01	chr1	30533256	30664543	iso_fat	209	1.05424946227473	1.06934100927216	1.01408647125713	0
NDT0001_01	chr1	30670188	30783058	het_mat	68	1.06206805078033	1.10872089836322	1.06003871517044	0
NDT0001_01	chr1	30784958	30866723	iso_fat	89	1.06530122412361	1.05263955476088	1.01869459492286	0
NDT0001_01	chr1	30876800	31095946	het_fat	170	0.965452993287345	0.975418961698959	1.00008228873499	0
NDT0001_01	chr1	31096084	31166012	het_mat	13	0.889416594249541	0.966577193444858	0.937682825960288	0
NDT0001_01	chr1	31166987	31215006	iso_fat	96	1.02622616065668	1.0078298242936	0.974749877418153	0
NDT0001_01	chr1	31215264	31475553	het_mat	107	1.00745131984154	1.04955599491679	0.987502610572471	0
NDT0001_01	chr1	31588493	31617221	iso_fat	31	0.995572768401905	1.04267502864257	1.03418172689284	0
NDT0001_01	chr1	31617492	32202827	het_fat	163	1.01709971268782	1.05643535493115	1.03275366540738	0
NDT0001_01	chr1	32964954	33269760	iso_mat	140	0.988311248895859	1.00144077688013	0.999194366219598	0
NDT0001_01	chr1	33465938	33547642	iso_fat	77	1.013780905913	1.02565468648899	1.0121135403792	0
NDT0001_01	chr1	33728648	33754780	het_mat	32	1.01449080281588	1.07030679236341	1.02763495752043	0
NDT0001_01	chr1	33756209	34082521	het_fat	291	1.0644472596471	1.08007018477065	1.06734374025671	0
NDT0001_01	chr1	34103473	34134267	iso_fat	38	1.02516965337184	1.04200691304244	0.95218576496201	0
NDT0001_01	chr1	34134651	34174592	het_fat	53	1.02254939263406	1.08250028241785	1.00557122713776	0
NDT0001_01	chr1	34175197	34213465	iso_mat	8	1.10806484033589	1.07878782875298	0.982534990732701	0
NDT0001_01	chr1	34213528	34295726	het_mat	100	1.05188335879912	1.0321082044648	1.00508497412657	0
NDT0001_01	chr1	34421627	34474366	het_fat	30	1.09595889224749	1.04757761483937	1.01882972590949	0
NDT0001_01	chr1	34477608	34599137	het_mat	94	1.02345987529779	0.995493224552464	1.00042418728528	0
NDT0001_01	chr1	34780696	34853722	het_fat	51	1.09578449683685	1.03661545956878	1.05713311506927	0
NDT0001_01	chr1	34853949	34866781	het_mat	7	1.05459396175303	1.10108083869127	0.890954445929044	0
NDT0001_01	chr1	34867325	35259602	het_fat	134	0.979021997401547	1.02602818745191	0.972389902254864	0
NDT0001_01	chr1	36099983	36480052	het_fat	276	0.983406874438955	1.02706579813371	0.991078773260812	0
NDT0001_01	chr1	36588481	36822963	iso_fat	145	1.03785715687602	1.0694762356963	1.03121185143808	0
NDT0001_01	chr1	36954240	37243680	het_mat	99	1.07957805463623	1.08831400296025	1.08265952017415	0
NDT0001_01	chr1	37243727	37310380	iso_fat	102	1.07398507050721	1.10393160722558	1.03136170547628	0
NDT0001_01	chr1	37311018	37347071	het_fat	18	0.965181711537465	1.04184820358953	1.03944685358389	0
NDT0001_01	chr1	37351829	37514845	het_mat	147	1.01929965245741	1.05511015981231	1.01332481256786	0
NDT0001_01	chr1	37516798	37626292	iso_fat	22	1.04978110139453	0.991818655594508	0.941827877852867	0
NDT0001_01	chr1	37630757	37633205	het_mat	5	1.04951158121446	1.0312940249714	1.20094768703328	0
NDT0001_01	chr1	37633415	37680712	iso_fat	32	0.998740717292714	1.05758523777906	1.00025283482788	0
NDT0001_01	chr1	37683093	37734392	het_mat	32	0.955196363199247	1.08387645058672	1.00427961757679	0
NDT0001_01	chr1	37735674	38002857	het_fat	310	0.979027707025005	1.00616827071276	0.979313564533578	0
NDT0001_01	chr1	38410963	38445916	het_mat	113	1.01430222813237	1.02192735823319	1.03541769515194	0
NDT0001_01	chr1	38469512	38602097	het_mat	66	0.990037461477772	1.05391012201025	0.984780227174515	0
NDT0001_01	chr1	38604720	38677384	het_fat	39	1.10150824364751	1.00554646834256	1.0579494040609	0
NDT0001_01	chr1	38748480	38832283	het_fat	63	1.03341737617566	1.01923210655069	0.980949844507736	0
NDT0001_01	chr1	38835526	38919414	iso_mat	42	0.972005278001284	0.987354179295931	0.975631934591722	0
NDT0001_01	chr1	38921062	38968580	het_fat	46	0.965468158105661	1.01359447076709	0.948499922628917	0
NDT0001_01	chr1	39185980	39888872	het_mat	281	0.984899633133982	0.995269238371448	0.991419707118185	0
NDT0001_01	chr1	39897382	40295731	het_fat	214	1.00578885891771	1.02634807477786	1.00243557687869	0
NDT0001_01	chr1	40590246	40722127	iso_fat	114	0.981999140317622	1.02629467720492	0.99423385429794	0
NDT0001_01	chr1	40722675	40769040	iso_mat	32	0.990402436721624	1.02026867766497	0.996226052078977	0
NDT0001_01	chr1	40774799	40783570	het_fat	15	0.960569921789504	1.11633054983747	0.991340222343639	0
NDT0001_01	chr1	40787513	40825859	het_mat	44	1.09964233470852	1.01957477468764	0.999813549437092	0
NDT0001_01	chr1	40903662	40955313	het_mat	54	1.0167898349075	1.0172217868139	1.0127209473393	0
NDT0001_01	chr1	40955325	41364585	het_fat	495	1.01794777345894	1.03589948473204	1.0071675122755	0
NDT0001_01	chr1	41365375	41432459	het_mat	86	1.12556014737393	1.11713000257	1.0371494023411	0
NDT0001_01	chr1	41432658	41532575	iso_fat	111	1.02456518184422	1.03862897536238	1.00624584843256	0
NDT0001_01	chr1	41534202	41676718	het_mat	114	1.05533699984346	1.07128880710326	1.03289096868742	0
NDT0001_01	chr1	41687925	41805108	het_fat	112	1.05671162031076	1.07103373833966	1.05501708021298	0
NDT0001_01	chr1	41868187	42097866	het_mat	234	1.03765269329113	1.01668054688476	1.0240280615197	0
NDT0001_01	chr1	42099695	42127714	het_fat	36	1.02282908338697	1.0018930988209	1.0623547732221	0
NDT0001_01	chr1	42150064	42415195	iso_fat	73	1.01206673647025	1.03798591121851	0.960602815103052	0
NDT0001_01	chr1	42420488	42914591	het_mat	289	1.00451756527007	1.0342990703911	1.00303396229045	0
NDT0001_01	chr1	43024298	43060354	iso_mat	22	1.04708589959378	1.02882681438535	0.941827877852867	0
NDT0001_01	chr1	43061510	43153298	het_mat	87	1.04208273763031	1.04002851762089	1.00686231271919	0
NDT0001_01	chr1	43234469	43469188	iso_fat	106	1.05471382921856	1.08429250142847	1.05395340175101	0
NDT0001_01	chr1	43473130	43603124	iso_mat	137	1.04847284650585	1.0913174766745	1.04214313244641	0
NDT0001_01	chr1	43604361	43661926	iso_fat	96	1.04290272179885	1.05193121351935	1.01045401779177	0
NDT0001_01	chr1	43663428	43664108	het_fat	3	1.00800547348281	1.0765262190491	0.901999335754611	0
NDT0001_01	chr1	43669560	43989545	iso_fat	275	0.999057403504302	1.02635960379929	1.01286325411281	0
NDT0001_01	chr1	43998533	44078437	het_mat	49	1.04370314631324	1.04458675139424	1.00035144991561	0
NDT0001_01	chr1	44082738	44487291	iso_fat	190	1.0170556774243	1.03729324229118	1.02583774079882	0
NDT0001_01	chr1	44487568	44555628	het_mat	55	1.01177875600387	1.05497924659754	1.00367926087604	0
NDT0001_01	chr1	44714256	45274797	iso_fat	106	0.979197325933221	1.01157961585452	0.961565329625199	0
NDT0001_01	chr1	45301235	46337556	het_mat	663	0.988777261540767	1.00579207301629	0.979546789959759	0
NDT0001_01	chr1	46414184	46479598	het_fat	64	1.07656466928955	1.09235748697629	1.08521795082977	0
NDT0001_01	chr1	46480347	46527181	iso_mat	28	1.01118196131942	1.11949680342291	1.03453801366141	0
NDT0001_01	chr1	46536185	46550840	het_fat	11	1.1131183437123	1.04363007790168	1.0964563354108	0
NDT0001_01	chr1	46552034	46615007	het_mat	34	1.0516043261421	1.05763512622841	1.10059078614764	0
NDT0001_01	chr1	46632376	46740506	het_fat	52	1.02168880570204	1.03181593490307	1.03482121596463	0
NDT0001_01	chr1	46758590	47243223	iso_mat	208	1.03708255444866	1.02581397068891	1.01945749101496	0
NDT0001_01	chr1	47246385	47474408	het_fat	119	0.999783975552775	1.01738227452398	0.981912362139593	0
NDT0001_01	chr1	47476750	47557910	het_mat	23	1.06858892265633	1.05489343057716	1.00956695840361	0
NDT0001_01	chr1	48049291	48099679	het_fat	54	1.05192728060625	1.04838174273409	1.02656114878739	0
NDT0001_01	chr1	48213716	48535697	iso_mat	254	1.04804089235783	1.00180405906878	1.00498351188407	0
NDT0001_01	chr1	48606963	48674185	iso_fat	99	1.02118201561984	1.09489323118974	1.02122464478076	0
NDT0001_01	chr1	48679842	48764313	het_mat	81	1.06839795827753	1.02023726641908	1.05471880000936	0
NDT0001_01	chr1	48769418	48784367	het_fat	8	1.07841762052757	1.02450919585975	0.953542154940589	0
NDT0001_01	chr1	48786107	49275062	iso_fat	199	1.01858312477121	1.02324769496964	1.00909961582196	0
NDT0001_01	chr1	49286320	49658125	het_fat	21	0.952946350981651	0.942121985218238	0.963359834785537	0
NDT0001_01	chr1	49679176	50411854	iso_fat	321	1.02148987875389	1.02258577078448	1.00195386828817	0
NDT0001_01	chr1	51474680	52376598	het_mat	349	0.984219738393045	1.00874273050287	0.99053778876892	0
NDT0001_01	chr1	52410890	52650781	iso_mat	36	1.00718193959925	0.967215083361339	1.0007897391944	0
NDT0001_01	chr1	52651394	53168391	het_mat	332	0.998093300595092	1.03873281351551	1.01292507162323	0
NDT0001_01	chr1	53509314	53565758	het_fat	43	1.09074190085486	1.15815455068698	1.07940252737146	0
NDT0001_01	chr1	53569196	53678086	iso_mat	143	1.05631178268098	1.09582107106825	1.06635965427773	0
NDT0001_01	chr1	53681667	53738651	iso_fat	51	1.03242083097202	1.08557265786464	1.04500539290786	0
NDT0001_01	chr1	53852738	54149559	het_mat	150	1.03903623021552	1.01338207611664	1.01058287483974	0
NDT0001_01	chr1	54212113	54404143	het_mat	65	1.03400380469934	1.07930973868465	1.00468849090206	0
NDT0001_01	chr1	54634655	54685453	het_mat	79	1.03202347434018	1.06839587530349	1.02270087435469	0
NDT0001_01	chr1	54702100	54787902	iso_fat	65	1.039933248661	1.1223151170539	1.07050470617031	0
NDT0001_01	chr1	54789910	54907710	het_mat	160	1.04580567873842	1.0509700293952	1.0020246192374	0
NDT0001_01	chr1	54911337	54939859	iso_fat	60	1.019370241076	1.04169742960927	0.974588806108197	0
NDT0001_01	chr1	54941527	54990164	iso_mat	86	0.982839810157148	1.01867108708926	1.02756004063208	0
NDT0001_01	chr1	54990657	54996123	het_fat	24	1.10188833620915	1.13985129075787	1.05877541077863	0
NDT0001_01	chr1	55020533	55372315	iso_fat	441	0.991467568555724	1.03929427698515	1.01835052963135	0
NDT0001_01	chr1	55372899	55947056	iso_mat	499	1.02410646860917	0.99806331886142	1.00079834687964	0
NDT0001_01	chr1	55947846	56304597	iso_fat	412	1.00102542415901	1.003759475761	1.00639856539223	0
NDT0001_01	chr1	56305234	56816080	iso_mat	583	1.02956708788886	1.01835280718039	1.00641111870254	0
NDT0001_01	chr1	56816395	56826001	het_fat	13	1.02853047181165	1.04173222360472	1.03482121596463	0
NDT0001_01	chr1	56827666	56906918	iso_mat	45	0.992852450025228	1.07712931497013	0.988476732388863	0
NDT0001_01	chr1	56907316	56942507	het_fat	44	1.0208076820364	1.08063823669252	1.00098497714586	0
NDT0001_01	chr1	56943361	57116229	iso_mat	259	1.02609142224619	1.03915290039031	1.02498567651497	0
NDT0001_01	chr1	57119048	57119920	het_mat	3	0.919063814057859	1.0765262190491	0.91918027548327	0
NDT0001_01	chr1	57119997	57185819	het_fat	24	1.08212352300361	1.03694804923112	1.00615878285961	0
NDT0001_01	chr1	57189225	57442022	iso_fat	158	1.03540100571075	1.00913597546752	1.01307737330414	0
NDT0001_01	chr1	57523484	57600865	iso_mat	122	1.04202687326285	1.04263914905974	1.00233884031748	0
NDT0001_01	chr1	57602447	57605758	het_mat	7	0.952946350981651	1.07394152224466	0.997721714242855	0
NDT0001_01	chr1	57606288	57696568	het_fat	100	0.983398281041909	1.00144077688013	1.01023925604516	0
NDT0001_01	chr1	57696698	58023152	het_mat	188	1.02014821776601	1.0230656151977	1.01509195763874	0
NDT0001_01	chr1	58450284	58469438	het_mat	29	0.994715340465291	1.08744433486095	1.07706718712767	0
NDT0001_01	chr1	58473324	58610132	iso_fat	94	1.00705928561659	1.03071659270658	1.03277553124244	0
NDT0001_01	chr1	58613687	58762390	het_fat	201	0.947826042230108	1.0090154816197	0.98739117052541	0
NDT0001_01	chr1	58763226	58848246	iso_mat	59	1.01152294023973	1.02071429144137	1.01207383096534	0
NDT0001_01	chr1	59236064	59424323	het_fat	211	1.01713850328158	1.04968702142575	0.986275509305143	0
NDT0001_01	chr1	59424737	59574902	iso_fat	145	1.00943671857701	0.999475516033992	0.988022523637415	0
NDT0001_01	chr1	59995243	60208887	iso_mat	163	1.00018442776651	0.942217127431898	0.98500540959706	0
NDT0001_01	chr1	60231200	60656520	het_fat	371	1.00616750567798	0.993547698053739	0.990497383790912	0
NDT0001_01	chr1	60746897	60854283	het_mat	69	1.05655816679209	1.00651464908536	0.999108995090511	0
NDT0001_01	chr1	60856386	60911575	iso_fat	31	0.993660044543304	0.988396395749334	0.966843527633744	0
NDT0001_01	chr1	60912941	61006564	het_fat	47	1.01809814405586	1.06767225765517	1.00837494130865	0
NDT0001_01	chr1	61007262	61133395	het_mat	54	1.01843690267463	0.979528291749155	1.04087859856127	0
NDT0001_01	chr1	61290970	61462204	het_mat	137	1.02401930024059	1.04298175979148	1.00527308660535	0
NDT0001_01	chr1	61464390	61489770	het_fat	42	1.03553503473339	1.00738557953034	1.04312848352574	0
NDT0001_01	chr1	61490004	61521121	het_mat	49	0.995299522136391	0.995292890909567	1.02296717670129	0
NDT0001_01	chr1	61557387	61601427	iso_fat	61	0.991480793589652	1.03663290689533	1.023251705479	0
NDT0001_01	chr1	61602630	61646022	het_fat	62	1.06729991309945	1.02122621403153	0.981807571913544	0
NDT0001_01	chr1	61661780	61737056	het_mat	45	0.996146585559486	0.977015392078172	0.963278020786829	0
NDT0001_01	chr1	61781717	61866501	het_mat	75	0.987845364013157	0.936125488631938	0.981031658506444	0
NDT0001_01	chr1	61867950	61897559	iso_mat	56	0.987887717184311	1.02257067325642	1.0271747537777	0
NDT0001_01	chr1	61900038	61964673	het_fat	63	0.992005386602134	0.976153826476692	1.05417337335131	0
NDT0001_01	chr1	61980034	62175002	iso_fat	192	0.952880174151722	0.9784288981431	0.951528763566137	0
NDT0001_01	chr1	62176491	62288377	het_mat	252	1.01682905080672	1.02741697976474	1.01398224648605	0
NDT0001_01	chr1	62293404	62308032	iso_fat	29	1.00289388386069	1.05001079493459	1.03974307668266	0
